Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,YrSold,SalePrice
717,70,60,10800,7,8,1890,1998,0,718,2554,1,1,3,1,8,0,1996,2,704,0,48,7,2007,159500
718,20,80,10000,5,6,1973,2000,0,1176,1178,1,1,3,1,5,1,1973,2,439,224,0,11,2008,157000
719,60,96,10542,7,5,1993,1994,651,1311,2418,2,1,3,1,9,1,1993,3,983,250,154,8,2008,341000
720,20,69,9920,5,6,1969,1969,0,971,971,1,1,3,1,5,1,1969,1,300,0,0,5,2006,128500
721,120,NA,6563,8,5,1985,1985,0,1742,1742,2,0,2,1,5,1,1985,2,564,114,28,12,2006,275000
722,120,NA,4426,6,5,2004,2004,169,848,848,1,0,1,1,3,0,2004,2,420,160,0,5,2010,143000
723,20,70,8120,4,7,1970,1970,0,864,864,1,0,3,1,5,0,1994,2,463,0,0,7,2009,124500
724,50,60,8172,4,6,1954,1972,0,941,1470,2,0,4,1,7,0,1958,1,548,0,0,5,2008,135000
725,20,86,13286,9,5,2007,2008,340,1698,1698,2,0,3,1,8,1,2007,3,768,327,64,2,2009,320000
726,20,60,6960,4,6,1970,1970,0,864,864,1,0,3,1,5,0,1989,2,660,96,0,11,2009,120500
727,20,NA,21695,6,9,1988,2007,260,880,1680,2,0,3,1,5,1,1988,2,540,292,44,12,2009,222000
728,20,64,7314,7,5,2007,2007,82,1232,1232,2,0,2,1,6,0,2007,2,632,132,0,2,2009,194500
729,90,85,11475,5,5,1958,1958,95,1584,1776,2,0,4,2,9,0,1968,3,888,0,25,7,2009,110000
730,30,52,6240,4,5,1925,1950,0,780,1208,1,0,2,1,5,0,1962,2,539,0,23,1,2009,103000
731,120,39,5389,8,5,1995,1996,0,1595,1616,2,0,2,1,5,1,1995,2,608,237,152,3,2010,236500
732,80,73,9590,7,5,2003,2003,442,868,1146,2,0,3,1,6,1,2003,2,438,160,22,5,2007,187500
733,60,75,11404,7,5,1998,1999,202,1153,2031,2,1,3,1,8,1,1998,2,541,192,84,7,2008,222500
734,20,80,10000,5,6,1961,1983,0,864,1144,1,0,3,1,6,1,1961,1,264,165,0,3,2009,131400
735,20,NA,8978,5,5,1968,1968,0,948,948,1,0,3,1,6,0,1968,1,300,147,0,5,2007,108000
736,75,60,10800,7,7,1914,1970,0,880,1768,1,1,2,1,6,2,1914,2,320,0,341,10,2006,163000
737,90,60,8544,3,4,1950,1950,0,0,1040,2,0,2,2,6,0,1949,2,400,0,0,7,2006,93500
738,60,72,10463,8,5,2005,2005,0,893,1801,2,1,3,1,8,1,2005,3,800,0,116,6,2006,239900
739,90,60,10800,5,5,1987,1988,0,1200,1200,3,0,3,1,5,0,NA,0,0,120,0,3,2009,179000
740,60,65,9313,7,5,2004,2004,0,864,1728,2,1,3,1,7,0,2004,2,572,187,56,4,2009,190000
741,70,60,9600,5,7,1910,2002,0,264,1432,2,0,2,1,7,0,1910,2,360,270,0,5,2007,132000
742,20,65,6768,6,8,1961,1996,0,912,912,1,0,3,1,5,0,1962,1,288,168,0,5,2008,142000
743,20,65,8450,7,5,2000,2001,108,1349,1349,2,0,3,1,6,0,2000,2,539,120,55,12,2007,179000
744,80,70,12886,5,6,1963,1999,0,520,1464,2,0,3,1,6,1,1997,2,480,302,0,10,2009,175000
745,120,41,5395,8,5,1993,1993,0,1337,1337,2,0,2,1,5,1,1993,2,462,96,0,10,2008,180000
746,60,NA,8963,8,9,1976,1996,289,1142,2715,3,1,4,1,11,2,1994,2,831,0,204,7,2008,299800
747,60,NA,8795,7,5,2000,2000,0,952,2256,2,1,4,1,8,1,2000,2,554,224,54,4,2009,236000
748,70,65,11700,7,7,1880,2003,0,1240,2640,1,1,4,1,8,1,1950,4,864,181,0,5,2009,265979
749,20,59,10593,7,5,1996,1996,338,1720,1720,2,0,3,1,7,1,1996,2,527,240,56,3,2010,260400
750,50,50,8405,4,3,1945,1950,0,0,1529,2,0,4,1,9,0,1945,1,240,92,0,4,2009,98000
751,50,55,8800,4,7,1910,2004,0,576,1140,1,0,3,1,7,0,NA,0,0,0,160,6,2010,96500
752,60,NA,7750,7,5,2003,2003,0,660,1320,2,1,3,1,6,0,2003,2,400,0,48,8,2007,162000
753,20,79,9236,6,5,1997,1997,0,1479,1494,2,0,3,1,6,0,1997,2,576,168,27,7,2006,217000
754,60,80,10240,8,5,2005,2005,178,1030,2098,2,1,3,1,8,1,2005,3,878,192,52,3,2006,275500
755,20,61,7930,6,8,1969,2005,0,1026,1026,1,0,3,1,5,0,1969,2,440,171,48,7,2009,156000
756,160,34,3230,6,5,1999,1999,894,729,1471,2,1,3,1,6,0,1999,2,440,0,24,3,2009,172500
757,60,68,10769,8,5,2007,2007,0,866,1768,2,1,3,1,7,0,2007,2,578,144,105,4,2009,212000
758,60,NA,11616,6,5,1978,1978,328,672,1386,2,1,3,1,6,1,1978,2,440,335,0,4,2010,158900
759,160,24,2280,7,5,1999,1999,360,744,1501,2,1,3,1,6,0,1999,2,440,0,0,8,2008,179400
760,60,65,12257,8,5,1995,1995,513,1318,2531,2,1,4,1,9,1,1995,3,752,222,98,11,2007,290000
761,20,70,9100,6,6,1959,1959,0,864,864,1,0,2,1,5,0,2008,1,300,0,0,10,2009,127500
762,30,60,6911,5,5,1924,1950,0,1145,1301,1,0,2,1,5,0,1965,2,440,0,0,10,2009,100000
763,60,72,8640,7,5,2009,2009,0,756,1547,2,1,3,1,7,0,2009,2,614,169,45,6,2010,215200
764,60,82,9430,8,5,1999,1999,673,1252,2365,2,1,3,1,8,1,1999,3,856,0,128,7,2009,337000
765,120,30,9549,8,5,1995,1996,0,1494,1494,1,1,2,1,6,1,1995,2,481,0,30,4,2006,270000
766,20,75,14587,9,5,2008,2008,284,1498,1506,2,0,2,1,6,1,2008,2,592,0,174,8,2008,264132
767,60,80,10421,7,5,1988,1988,42,980,1714,2,1,3,1,7,1,1988,2,496,228,66,3,2010,196500
768,50,75,12508,6,7,1940,1985,0,983,1750,2,0,4,1,7,0,1989,1,423,245,0,7,2008,160000
769,20,70,9100,7,5,2004,2005,0,1860,1836,2,0,3,1,8,1,2004,2,484,120,33,10,2006,216837
770,60,47,53504,8,5,2003,2003,603,1650,3279,3,1,4,1,12,1,2003,3,841,503,36,6,2010,538000
771,85,NA,7252,5,5,1982,1982,0,858,858,1,0,2,1,5,0,1983,2,576,120,0,4,2009,134900
772,20,67,8877,4,5,1951,1951,0,836,1220,1,0,2,1,6,0,1951,2,396,0,0,4,2006,102000
773,80,94,7819,6,5,1976,1976,0,1029,1117,1,0,3,1,6,1,1976,2,672,144,0,3,2010,107000
774,20,70,10150,5,5,1958,1958,1,912,912,1,0,2,1,5,0,1958,1,275,0,0,7,2007,114500
775,20,110,14226,8,5,2006,2006,375,1935,1973,2,0,3,1,9,1,2006,3,895,315,45,7,2007,395000
776,120,32,4500,6,5,1998,1998,320,1204,1204,2,0,2,1,5,0,1998,2,412,0,247,6,2009,162000
777,20,86,11210,7,5,2005,2006,240,1614,1614,2,0,3,1,7,0,2005,3,865,144,59,7,2006,221500
778,20,100,13350,5,5,1974,1974,0,864,894,1,0,3,1,5,1,1974,2,440,241,0,6,2006,142500
779,90,60,8400,5,5,1977,1977,320,0,2020,2,0,4,2,10,2,1977,2,630,0,0,10,2007,144000
780,90,78,10530,6,5,1977,1977,90,975,1004,1,0,2,1,4,0,1977,2,504,0,0,5,2006,135000
781,20,63,7875,7,5,1995,1996,38,1237,1253,2,0,3,1,6,1,1995,2,402,220,21,6,2007,176000
782,60,65,7153,6,5,1992,1992,0,761,1603,2,1,3,1,7,0,1992,2,484,0,124,7,2006,175900
783,20,67,16285,7,5,2001,2002,0,1413,1430,2,0,3,1,6,0,2001,2,605,0,33,6,2009,187100
784,85,NA,9101,5,6,1978,1978,104,1097,1110,1,0,1,1,4,1,1978,2,602,303,30,7,2009,165500
785,75,35,6300,6,6,1914,2001,0,742,1484,2,0,3,1,9,1,NA,0,0,0,291,6,2008,128000
786,20,NA,9790,6,5,1967,1967,0,1372,1342,2,0,3,1,7,1,1967,2,457,0,0,9,2009,161500
787,50,60,10800,5,6,1915,1950,0,686,1652,2,0,4,1,7,0,1961,1,416,0,0,6,2010,139000
788,60,76,10142,7,5,2004,2004,0,956,2084,2,1,4,1,8,0,2004,2,618,0,45,1,2010,233000
789,20,50,6000,4,7,1954,2000,0,901,901,1,0,2,1,4,0,1954,1,281,0,0,8,2008,107900
790,60,NA,12205,6,8,1966,2007,157,832,2087,2,1,5,1,9,0,1966,2,444,133,168,7,2007,187500
791,120,43,3182,7,5,2005,2006,11,1145,1145,2,0,2,1,5,1,2005,2,397,100,16,9,2009,160200
792,80,NA,11333,6,5,1976,1976,0,1029,1062,1,0,3,1,5,2,1976,2,539,120,0,5,2007,146800
793,60,92,9920,7,5,1996,1997,0,1117,2013,2,1,3,1,8,1,1997,2,455,180,130,6,2007,269790
794,20,76,9158,8,5,2007,2007,140,1496,1496,2,0,3,1,7,0,2007,2,474,168,130,6,2007,225000
795,60,NA,10832,7,5,1994,1996,0,712,1895,2,1,3,1,7,1,1994,2,409,143,46,10,2008,194500
796,60,70,8400,6,6,1980,1981,130,650,1564,2,1,3,1,7,1,1980,2,476,0,50,4,2010,171000
797,20,71,8197,6,5,1977,1977,148,660,1285,1,1,3,1,7,1,1977,2,528,138,0,4,2007,143500
798,20,57,7677,5,5,1953,1953,0,773,773,1,0,2,1,4,0,1953,1,240,0,0,4,2008,110000
799,60,104,13518,9,5,2008,2009,860,1926,3140,3,1,4,1,11,2,2009,3,820,144,78,7,2009,485000
800,50,60,7200,5,7,1937,1950,252,731,1768,1,1,3,1,7,2,1939,1,240,0,0,6,2007,175000
801,60,79,12798,6,5,1997,1997,0,616,1688,2,1,4,1,8,0,1997,2,603,403,114,5,2008,200000
802,30,40,4800,4,7,1916,1990,0,1196,1196,1,0,2,1,5,0,1957,2,440,0,0,7,2007,109900
803,60,63,8199,7,5,2005,2005,0,728,1456,2,1,3,1,7,1,2005,2,410,36,18,10,2008,189000
804,60,107,13891,9,5,2008,2009,424,1734,2822,3,1,4,1,12,1,2009,3,1020,52,170,1,2009,582933
805,20,75,9000,5,5,1954,1954,0,936,1128,1,0,2,1,5,0,1954,1,286,0,0,6,2006,118000
806,20,91,12274,7,5,2008,2008,256,1417,1428,2,0,3,1,6,0,2008,2,554,0,60,7,2008,227680
807,80,75,9750,5,5,1967,1967,0,980,980,2,0,3,1,6,0,1967,1,384,68,0,10,2006,135500
808,70,144,21384,5,6,1923,2004,0,1324,1576,1,1,3,1,6,1,1923,2,528,0,312,5,2009,223500
809,80,85,13400,5,5,1966,1966,1047,1024,1086,1,0,3,1,6,1,1966,2,484,0,0,6,2006,159950
810,75,90,8100,5,5,1898,1965,0,849,2138,2,0,2,3,11,0,1910,2,360,40,156,11,2009,106000
811,20,78,10140,6,6,1974,1999,99,1040,1309,1,1,3,1,5,1,1974,2,484,265,0,1,2006,181000
812,120,NA,4438,6,5,2004,2004,169,848,848,1,0,1,1,4,1,2004,2,420,140,0,6,2008,144500
813,20,66,8712,5,5,1952,1952,0,540,1044,1,0,2,1,4,0,1952,2,504,0,0,6,2010,55993
814,20,75,9750,6,6,1958,1958,243,1442,1442,1,1,4,1,7,0,1958,1,301,0,0,4,2007,157900
815,50,45,8248,5,7,1918,1950,0,686,1250,1,1,3,1,7,0,1955,1,280,207,0,7,2006,116000
816,20,48,12137,7,5,1998,1998,442,1649,1661,2,0,3,1,6,0,1998,2,598,0,34,5,2010,224900
817,20,NA,11425,5,6,1954,1954,0,1008,1008,1,0,2,1,4,1,1954,1,275,0,0,7,2006,137000
818,20,NA,13265,8,5,2002,2002,148,1568,1689,2,0,3,1,7,2,2002,3,857,150,59,7,2008,271000
819,80,80,8816,6,7,1971,1971,80,1010,1052,1,0,3,1,6,0,1971,2,440,0,0,6,2010,155000
820,120,44,6371,7,5,2009,2010,128,1358,1358,2,0,2,1,6,1,2010,2,484,192,35,6,2010,224000
821,60,72,7226,7,5,2003,2003,0,798,1640,2,1,3,1,6,0,2003,2,595,0,45,6,2008,183000
822,20,60,6000,4,4,1953,1953,0,936,936,1,0,2,1,4,0,1974,2,576,0,32,2,2009,93000
823,60,NA,12394,7,5,2003,2003,0,847,1733,2,1,3,1,7,1,2003,2,433,100,48,10,2007,225000
824,50,60,9900,6,7,1940,1950,0,778,1489,2,0,3,1,7,1,1940,1,240,335,0,7,2009,139500
825,20,81,11216,8,5,2006,2006,0,1489,1489,2,0,3,1,7,1,2006,2,776,0,140,6,2006,232600
826,20,114,14803,10,5,2007,2008,816,2078,2084,2,0,2,1,7,1,2007,3,1220,188,45,6,2008,385000
827,45,50,6130,5,6,1924,1950,0,784,784,1,0,2,1,5,0,NA,0,0,0,0,5,2008,109500
828,20,65,8529,7,5,2001,2001,0,1454,1434,2,0,3,1,6,1,2001,2,527,290,39,4,2009,189000
829,60,NA,28698,5,5,1967,1967,0,1013,2126,2,1,3,1,7,0,1967,2,538,486,0,6,2009,185000
830,160,24,2544,7,5,2005,2005,0,600,1223,2,1,2,1,4,0,2005,2,480,0,166,7,2006,147400
831,20,80,11900,6,5,1957,1957,387,1392,1392,1,1,3,1,6,2,1957,2,458,0,0,6,2008,166000
832,160,30,3180,7,5,2005,2005,0,600,1200,2,1,2,1,4,0,2005,2,480,0,166,6,2006,151000
833,60,44,9548,7,6,2003,2003,223,941,1829,2,1,3,1,7,1,2003,2,613,192,39,1,2010,237000
834,20,100,10004,6,6,1964,1964,180,1516,1516,1,1,3,1,6,0,1964,2,472,0,0,2,2009,167000
835,20,75,7875,5,6,1961,1961,136,1144,1144,1,0,3,1,6,0,1961,2,456,0,0,9,2008,139950
836,20,60,9600,4,7,1950,1995,0,1067,1067,2,0,2,1,4,0,1996,2,436,290,0,2,2010,128000
837,30,90,8100,5,6,1948,1973,0,1559,1559,1,0,2,1,5,0,1948,2,812,0,116,6,2007,153500
838,160,21,1680,6,5,1973,1973,158,483,987,1,1,2,1,5,0,1973,1,264,0,0,11,2008,100000
839,20,75,9525,5,6,1995,2006,0,1099,1099,1,1,3,1,6,0,1999,1,352,278,0,6,2008,144000
840,50,70,11767,5,6,1946,1995,0,768,1200,1,0,3,1,6,0,1946,1,240,0,0,5,2008,130500
841,70,NA,12155,6,8,1925,1950,0,672,1482,2,0,4,1,7,0,1934,1,400,0,0,3,2008,140000
842,70,60,10440,5,8,1904,2002,0,650,1539,2,0,3,1,8,1,1983,2,686,70,78,6,2008,157500
843,80,82,9020,6,7,1966,1966,183,1127,1165,1,1,3,1,6,0,1966,2,490,0,129,5,2008,174900
844,90,80,8000,5,4,1961,1961,0,1800,1800,2,0,6,2,10,0,NA,0,0,0,0,7,2007,141000
845,50,100,12665,5,8,1915,1950,0,876,1416,1,1,4,1,7,1,1949,3,720,418,0,6,2008,153900
846,85,NA,16647,5,5,1975,1981,0,1390,1701,2,0,3,1,6,2,1975,2,611,0,0,1,2007,171000
847,60,75,9317,7,5,1993,1993,137,740,1775,2,1,3,1,7,1,1993,2,425,234,72,7,2009,213000
848,20,36,15523,5,6,1972,1972,0,864,864,1,0,3,1,5,1,1972,1,338,0,0,8,2009,133500
849,50,75,45600,6,8,1908,1997,0,907,2358,3,0,5,1,10,1,1908,2,360,486,40,9,2008,240000
850,80,80,9600,6,7,1976,1994,360,528,1855,2,1,3,1,7,1,1976,2,512,113,100,8,2007,187000
851,120,36,4435,6,5,2003,2003,170,848,848,1,0,1,1,3,0,2003,2,420,140,0,11,2007,131500
852,120,NA,3196,8,5,2003,2003,40,1273,1456,2,0,2,1,7,1,2003,2,400,143,20,5,2006,215000
853,75,53,7128,7,5,1941,1950,0,918,1646,2,0,4,1,7,2,1941,1,240,0,0,8,2007,164000
854,80,NA,12095,6,6,1964,1964,115,1127,1445,1,1,3,1,7,1,1964,2,645,180,0,8,2009,158000
855,20,102,17920,5,4,1955,1974,0,1763,1779,1,1,3,1,6,1,1955,2,454,0,418,7,2006,170000
856,20,NA,6897,5,8,1962,2010,0,1040,1040,1,1,3,1,6,0,1962,1,260,0,104,4,2010,127000
857,80,NA,10970,6,6,1978,1978,0,940,1026,1,0,3,1,5,0,1981,2,576,0,0,10,2008,147000
858,60,65,8125,6,5,1994,1995,0,702,1481,2,1,3,1,6,1,1994,2,343,0,36,3,2009,174000
859,20,80,10400,7,5,1976,1976,189,1090,1370,2,0,3,1,6,1,1976,2,479,0,0,6,2009,152000
860,60,NA,11029,6,7,1968,1984,220,1054,2654,2,1,4,1,9,1,1968,2,619,0,65,8,2006,250000
861,50,55,7642,7,8,1918,1998,0,912,1426,1,1,3,1,7,1,1925,1,216,0,240,6,2007,189950
862,190,75,11625,5,4,1965,1965,0,1039,1039,1,1,3,1,6,0,1965,2,504,0,0,4,2010,131500
863,20,81,9672,6,5,1984,1985,0,1040,1097,2,0,3,1,6,0,1986,2,480,0,0,5,2010,152000
864,20,70,7931,5,5,1959,1959,0,1148,1148,1,0,3,1,6,0,1959,1,672,0,0,7,2009,132500
865,20,72,8640,7,5,2007,2008,0,1372,1372,2,0,3,1,6,0,2008,2,529,0,140,5,2008,250580
866,20,NA,8750,5,6,1970,1970,76,1002,1002,1,0,3,1,5,0,1973,2,902,0,0,8,2009,148500
867,20,67,10656,8,5,2006,2007,274,1638,1646,2,0,3,1,6,1,2007,3,870,192,80,11,2007,248900
868,20,85,6970,4,5,1961,1961,0,1040,1120,1,1,3,1,5,0,1961,2,544,168,0,5,2007,129000
869,60,NA,14762,5,6,1948,1950,0,0,2320,2,0,2,1,7,1,1979,2,672,120,144,5,2006,169000
870,60,80,9938,7,5,1993,1994,246,1050,1949,2,1,3,1,8,1,1993,2,574,156,90,6,2010,236000
871,20,60,6600,5,5,1962,1962,0,894,894,1,0,2,1,5,0,1962,1,308,0,0,8,2009,109500
872,60,70,8750,6,5,1998,1998,116,804,1682,2,1,3,1,7,0,1998,2,523,0,77,6,2010,200500
873,20,74,8892,5,7,1953,1996,0,105,910,1,0,3,1,5,0,1953,2,414,196,0,10,2008,116000
874,40,60,12144,5,7,1949,1950,0,832,1268,1,0,3,1,6,1,1949,1,288,0,28,9,2009,133000
875,50,52,5720,5,6,1941,1950,0,676,1131,1,1,3,1,5,0,1941,1,200,26,0,8,2009,66500
876,60,75,9000,8,5,2007,2007,0,1184,2610,2,1,4,1,11,1,2007,2,550,208,364,8,2007,303477
877,20,94,25286,4,5,1963,1963,0,1064,1040,1,0,3,1,5,0,1963,2,648,0,0,1,2007,132250
878,60,74,8834,9,5,2004,2005,216,1462,2224,2,1,4,1,10,1,2004,3,738,184,0,6,2009,350000
879,85,88,11782,5,7,1961,1995,0,1109,1155,1,0,3,1,6,0,1987,2,576,192,0,6,2010,148000
880,20,NA,7000,5,8,1978,2005,90,864,864,1,0,3,1,6,0,1978,1,336,0,0,7,2009,136500
881,20,60,7024,5,5,2005,2006,0,1090,1090,1,1,2,1,5,0,2005,2,450,0,49,6,2007,157000
882,50,44,13758,7,5,1990,1991,117,1156,1717,2,1,3,1,7,1,1990,2,400,168,36,4,2007,187500
883,60,NA,9636,6,5,1992,1993,0,808,1593,2,1,3,1,7,1,1993,2,389,342,40,12,2009,178000
884,75,60,6204,4,5,1912,1950,0,795,2230,1,0,5,1,10,0,1997,1,440,0,188,3,2006,118500
885,20,65,7150,5,5,1967,1967,60,892,892,1,0,3,1,5,0,1967,1,288,0,0,7,2009,100000
886,120,50,5119,9,5,1999,2000,60,1698,1709,2,0,2,1,5,1,1999,2,506,97,65,1,2008,328900
887,90,70,8393,5,5,1959,2005,122,1626,1712,2,0,4,2,8,0,2005,2,588,272,54,6,2006,145000
888,50,59,16466,5,7,1955,1955,0,816,1393,1,1,3,1,8,0,1955,1,300,121,0,4,2008,135500
889,20,95,15865,8,6,1970,1970,0,2217,2217,2,0,4,1,8,1,1970,2,621,81,207,10,2007,268000
890,20,128,12160,6,4,1953,1953,90,1505,1505,1,0,2,1,6,1,1953,2,505,0,0,2,2009,149500
891,50,60,8064,5,7,1949,2006,0,672,924,1,0,3,1,6,1,2003,2,576,0,0,7,2007,122900
892,60,70,11184,6,5,1978,1978,92,918,1683,2,1,3,1,7,1,1978,2,440,243,0,7,2009,172500
893,20,70,8414,6,8,1963,2003,0,1059,1068,1,0,3,1,6,0,1963,1,264,192,0,2,2006,154500
894,20,NA,13284,5,5,1954,1954,0,1383,1383,1,0,3,1,6,1,1954,1,354,511,116,6,2008,165000
895,90,64,7018,5,5,1979,1979,0,0,1535,2,0,4,2,8,0,1979,2,400,0,0,6,2009,118858
896,60,71,7056,6,5,1963,1963,415,780,1796,1,1,4,1,8,1,1963,2,483,0,50,10,2008,140000
897,30,50,8765,4,6,1936,1950,0,951,951,1,0,2,1,6,0,1936,1,327,0,28,4,2006,106500
898,90,64,7018,5,5,1979,1979,0,0,2240,2,0,6,2,12,0,1979,2,528,154,0,6,2009,142953
899,20,100,12919,9,5,2009,2010,760,2330,2364,2,1,2,1,11,2,2009,3,820,0,67,3,2010,611657
900,20,65,6993,5,7,1961,1994,0,912,1236,1,0,3,1,6,1,1961,1,288,0,0,6,2006,135000
901,20,NA,7340,4,6,1971,1971,0,858,858,1,0,2,1,4,0,1979,1,684,0,0,6,2007,110000
902,20,64,8712,5,7,1957,2000,0,992,1306,1,0,2,1,5,0,1968,1,756,0,0,5,2009,153000
903,60,63,7875,7,5,2003,2003,0,783,1509,2,1,3,1,8,1,2003,2,393,0,75,7,2006,180000
904,20,50,14859,7,5,2006,2006,27,1670,1670,2,0,3,1,7,1,2006,3,690,144,60,8,2006,240000
905,20,NA,6173,5,6,1967,1967,75,876,902,1,0,3,1,6,0,1967,1,288,0,0,8,2007,125500
906,20,80,9920,5,5,1954,1954,110,1056,1063,1,0,3,1,6,0,1954,1,280,0,0,2,2010,128000
907,20,116,13501,8,5,2006,2006,208,1623,1636,2,0,3,1,8,1,2006,3,865,0,60,6,2007,255000
908,50,86,11500,7,7,1936,1987,0,1017,2057,1,1,3,1,6,1,1936,1,180,0,0,6,2006,250000
909,20,NA,8885,5,5,1983,1983,0,864,902,1,0,2,1,5,0,1983,2,484,164,0,6,2006,131000
910,60,149,12589,6,5,2005,2005,0,742,1484,2,1,3,1,8,1,2005,2,390,36,24,6,2009,174000
911,90,80,11600,5,5,1960,1960,361,1105,2274,2,0,5,2,12,0,1960,2,480,0,0,1,2010,154300
912,20,NA,9286,5,7,1977,1989,0,1268,1268,1,1,3,1,5,0,1978,1,252,173,0,10,2009,143500
913,30,51,6120,5,7,1925,1950,0,768,1015,1,0,3,1,6,0,1925,1,450,0,0,7,2006,88000
914,90,82,6270,5,6,1949,1950,0,1001,2002,2,0,4,2,8,0,1949,3,871,0,0,8,2007,145000
915,160,30,3000,6,5,2009,2009,76,612,1224,2,1,2,1,4,0,2009,2,528,0,234,6,2009,173733
916,160,21,2001,4,5,1970,1970,80,546,1092,1,1,3,1,6,0,1970,1,286,0,0,1,2007,75000
917,20,50,9000,2,3,1949,1950,0,480,480,0,0,1,1,4,0,1958,1,308,0,0,10,2006,35311
918,20,NA,17140,4,6,1956,1956,0,1134,1229,1,0,3,1,6,0,1956,1,284,0,0,4,2009,135000
919,60,103,13125,7,5,1991,1991,0,1104,2127,2,1,4,1,8,1,1991,3,833,72,192,11,2007,238000
920,20,87,11029,6,8,1958,2002,0,1184,1414,1,0,3,1,6,1,1990,2,601,0,51,5,2008,176500
921,60,70,8462,6,5,1994,1994,105,928,1721,2,1,3,1,7,0,1994,2,471,300,87,7,2007,201000
922,90,67,8777,5,7,1900,2003,0,1272,2200,2,2,4,2,9,0,NA,0,0,0,70,9,2008,145900
923,20,65,10237,6,5,2005,2006,0,1316,1316,2,0,3,1,6,1,2005,2,397,100,0,10,2006,169990
924,120,50,8012,6,5,1993,1994,0,1604,1617,2,0,2,1,5,1,1993,2,533,0,69,7,2008,193000
925,20,79,10240,6,6,1980,1980,157,1686,1686,2,0,3,1,7,1,1980,2,612,384,131,5,2006,207500
926,20,NA,15611,5,6,1977,1977,0,1126,1126,2,0,3,1,6,0,1977,2,540,180,0,3,2008,175000
927,60,93,11999,8,5,2003,2004,340,1181,2374,2,1,4,1,10,1,2003,3,656,104,100,5,2007,285000
928,60,NA,9900,7,5,1968,1968,342,832,1978,2,1,4,1,9,1,1968,2,486,0,43,4,2008,176000
929,20,NA,11838,8,5,2001,2001,0,1753,1788,2,0,3,1,7,1,2001,2,522,202,151,6,2009,236500
930,60,NA,13006,7,5,1997,1997,285,964,2236,2,1,4,1,8,1,1997,2,642,0,0,11,2006,222000
931,20,73,8925,8,5,2007,2007,0,1466,1466,2,0,3,1,7,0,2007,3,610,100,18,7,2009,201000
932,20,70,9100,5,6,1965,1965,0,925,925,1,0,2,1,5,0,1965,1,429,0,0,7,2009,117500
933,20,84,11670,9,5,2006,2006,302,1905,1905,2,0,3,1,8,1,2006,3,788,0,191,3,2007,320000
934,20,63,8487,7,5,2004,2004,210,1500,1500,2,0,3,1,6,0,2004,2,570,192,36,8,2009,190000
935,20,313,27650,7,7,1960,2007,0,585,2069,2,0,4,1,9,1,1960,2,505,0,0,11,2008,242000
936,30,52,5825,4,5,1926,1953,108,600,747,1,0,1,1,5,0,1953,2,528,0,0,6,2006,79900
937,20,67,10083,7,5,2003,2003,NA,1176,1200,2,0,2,1,5,0,2003,2,555,0,41,8,2009,184900
938,60,75,9675,7,5,2005,2005,0,1113,1971,2,1,3,1,8,1,2005,2,689,0,48,2,2009,253000
939,60,73,8760,7,5,2006,2006,0,1391,1962,2,1,3,1,7,0,2006,3,868,0,90,8,2006,239799
940,70,NA,24090,7,7,1940,1950,0,1032,2403,2,0,4,1,10,2,1940,1,349,56,0,6,2010,244400
941,90,55,12640,6,5,1976,1976,0,1728,1728,2,0,4,2,8,0,1976,2,574,40,0,7,2006,150900
942,60,NA,8755,7,5,1999,1999,298,992,2060,2,1,3,1,8,1,1999,2,390,0,0,6,2009,214000
943,90,42,7711,4,3,1977,1977,0,1440,1440,2,0,4,2,8,0,NA,0,0,321,0,8,2007,150000
944,90,100,25000,5,4,1967,1967,0,1632,1632,2,0,4,2,8,0,1967,2,576,0,0,6,2007,143000
945,20,NA,14375,6,6,1958,1958,541,819,1344,1,0,3,1,7,1,1958,2,525,0,118,1,2009,137500
946,50,98,8820,5,6,1890,1996,0,1088,1869,1,0,2,1,7,0,1963,2,456,48,0,9,2009,124900
947,80,70,8163,5,6,1959,1959,128,1144,1144,1,0,3,1,6,1,1959,1,796,86,0,3,2006,143000
948,20,85,14536,8,5,2002,2003,236,1616,1629,2,0,3,1,9,1,2002,3,808,0,252,11,2007,270000
949,60,65,14006,7,5,2002,2002,144,936,1776,2,1,3,1,7,1,2002,2,474,144,96,2,2006,192500
950,20,78,9360,6,7,1972,2006,0,1161,1381,1,1,3,1,5,1,1972,2,676,0,0,3,2010,197500
951,20,60,7200,5,8,1950,2002,0,864,864,1,0,3,1,5,0,1980,2,720,194,0,7,2007,129000
952,20,60,7800,5,5,1965,1965,0,828,965,1,0,3,1,6,0,1979,1,300,421,0,7,2006,119900
953,85,60,7200,5,8,1972,2003,0,768,768,1,0,2,1,5,0,1974,1,396,192,0,4,2009,133900
954,60,NA,11075,5,4,1969,1969,232,784,1968,2,1,4,1,7,1,1969,2,530,305,189,9,2008,172000
955,90,35,9400,6,5,1975,1975,250,945,980,2,0,4,0,4,0,NA,0,0,0,0,10,2006,127500
956,90,82,7136,6,6,1946,1950,423,979,1958,2,0,4,2,8,0,1946,2,492,0,0,8,2007,145000
